Site Name,Latitude,Longitude,Site Enabled,Device Name,Device Type,Max Power (dBm),Misc Loss (dB),Antenna Type,Mechanical Azimuth (deg),Mechanical Downtilt (deg),Electrical Downtilt (deg),Antenna Height AGL (m),Beamforming Gain (dB),LTE PDSCH Offset (dB),Cell Load (%)
S1688,29.2966240,-95.2803847,true,LTE-ENodeB-271,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1689,29.4017297,-95.5250212,true,LTE-ENodeB-29,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S169,31.0477799,-97.4323968,true,LTE-ENodeB-1152,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1690,29.1456970,-95.4411083,true,LTE-ENodeB-272,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1691,29.4139886,-95.4096266,true,LTE-ENodeB-273,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1692,29.1606675,-95.6413803,true,LTE-ENodeB-274,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1693,28.9546524,-95.3334455,true,LTE-ENodeB-275,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1694,29.3724710,-95.3934997,true,LTE-ENodeB-276,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1695,29.2675286,-95.4820252,true,LTE-ENodeB-277,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1696,29.1726370,-95.2854173,true,LTE-ENodeB-278,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1697,29.8950414,-96.8670549,true,LTE-ENodeB-279,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1698,29.2967896,-95.5090478,true,LTE-ENodeB-280,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1699,29.9823750,-95.5652240,true,LTE-ENodeB-281,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S17,31.7649869,-95.6201870,true,LTE-ENodeB-1014,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S170,30.9976486,-97.4100871,true,LTE-ENodeB-1153,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1700,29.1900782,-95.6844509,true,LTE-ENodeB-30,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1701,29.1949920,-95.4480012,true,LTE-ENodeB-282,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1702,29.6609787,-95.5724662,true,LTE-ENodeB-283,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1703,29.2754033,-95.3456733,true,LTE-ENodeB-284,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1704,29.0873635,-95.6704172,true,LTE-ENodeB-285,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1705,29.0695457,-95.7440834,true,LTE-ENodeB-286,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1706,29.0995411,-95.4746010,true,LTE-ENodeB-287,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1707,29.6758967,-95.5961316,true,LTE-ENodeB-288,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1708,29.6885920,-95.5851126,true,LTE-ENodeB-289,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1709,29.6769461,-95.5744496,true,LTE-ENodeB-290,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S171,31.0669914,-97.5097665,true,LTE-ENodeB-1154,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1710,29.6881720,-95.6070436,true,LTE-ENodeB-291,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1711,29.1838002,-95.3570887,true,LTE-ENodeB-31,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1712,29.7027265,-95.6481533,true,LTE-ENodeB-292,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1713,29.9720645,-95.5503533,true,LTE-ENodeB-293,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1714,29.9882039,-95.4981648,true,LTE-ENodeB-294,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1715,29.1184708,-95.5086461,true,LTE-ENodeB-295,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1716,29.1151782,-95.6462230,true,LTE-ENodeB-296,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1717,28.9737307,-95.7035368,true,LTE-ENodeB-297,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1718,29.7100420,-95.6459858,true,LTE-ENodeB-298,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1719,30.0002908,-95.6121231,true,LTE-ENodeB-299,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S172,31.0752882,-97.4924338,true,LTE-ENodeB-1155,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1720,29.0712205,-95.3710422,true,LTE-ENodeB-300,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1721,29.1419195,-95.4078274,true,LTE-ENodeB-301,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1722,28.9629285,-95.3586131,true,LTE-ENodeB-5,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1723,29.0633579,-95.1471998,true,LTE-ENodeB-32,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1724,28.9482390,-95.3441230,true,LTE-ENodeB-302,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1725,29.7158392,-95.6477018,true,LTE-ENodeB-2262,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1726,29.1479955,-95.3443461,true,LTE-ENodeB-2263,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1727,29.0097691,-95.3890332,true,LTE-ENodeB-2264,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1728,28.9306507,-95.3104147,true,LTE-ENodeB-2265,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1729,28.9498440,-95.3460695,true,LTE-ENodeB-2266,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S173,29.6728185,-95.2830740,true,LTE-ENodeB-1156,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1730,30.6514400,-96.4642100,true,LTE-ENodeB-2267,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1731,28.9849560,-95.5000312,true,LTE-ENodeB-2268,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1732,30.8187200,-96.4086971,true,LTE-ENodeB-2269,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1733,30.6286304,-96.3409196,true,LTE-ENodeB-2270,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1734,28.9976329,-95.4709942,true,LTE-ENodeB-2271,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1735,30.6817125,-96.3086939,true,LTE-ENodeB-229,Outdoor,45,2,AW3161,0,0,0,40,0,0,50
S1736,30.6162434,-98.3929184,true,LTE-ENodeB-2272,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1737,30.6242350,-98.2724446,true,LTE-ENodeB-2273,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1738,30.7875733,-96.2480243,true,LTE-ENodeB-2274,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1739,30.7192710,-96.4252401,true,LTE-ENodeB-2275,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S174,29.6759113,-95.2768547,true,LTE-ENodeB-1157,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1740,30.5842406,-98.2341129,true,LTE-ENodeB-2276,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1741,30.6172247,-98.1832666,true,LTE-ENodeB-2277,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1742,30.6683305,-96.5184627,true,LTE-ENodeB-2278,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1743,30.5672468,-96.1845873,true,LTE-ENodeB-2279,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1744,29.7324239,-95.6482749,true,LTE-ENodeB-2280,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1745,30.5611107,-96.1968178,true,LTE-ENodeB-2281,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1746,30.4952529,-96.2668356,true,LTE-ENodeB-230,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1747,30.6164892,-96.3360147,true,LTE-ENodeB-2282,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1748,35.1898760,-101.1389355,true,LTE-ENodeB-2283,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1749,30.6028096,-96.3555353,true,LTE-ENodeB-2284,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S175,29.6561259,-95.2563151,true,LTE-ENodeB-1158,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1750,30.5609342,-96.3243009,true,LTE-ENodeB-2285,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1751,30.5721350,-96.3888613,true,LTE-ENodeB-2286,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1752,30.3585744,-103.7036921,true,LTE-ENodeB-2287,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1753,33.1016974,-94.1432959,true,LTE-ENodeB-2288,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1754,32.9605891,-94.0785130,true,LTE-ENodeB-2289,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1755,32.9745996,-94.1624425,true,LTE-ENodeB-2290,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1756,32.9871067,-94.3709956,true,LTE-ENodeB-2291,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1757,32.9732574,-94.2829786,true,LTE-ENodeB-231,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1758,30.5857744,-96.3664472,true,LTE-ENodeB-2292,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1759,30.3614937,-103.6495048,true,LTE-ENodeB-2293,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S176,29.6589160,-95.2695167,true,LTE-ENodeB-1159,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1760,30.3681925,-103.4740825,true,LTE-ENodeB-2294,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1761,30.3678775,-103.7377079,true,LTE-ENodeB-2295,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1762,30.3000879,-103.7539440,true,LTE-ENodeB-2296,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1763,34.6335472,-101.0034174,true,LTE-ENodeB-2297,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1764,30.6498089,-96.6520743,true,LTE-ENodeB-2298,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1765,32.9686809,-94.5270458,true,LTE-ENodeB-2299,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1766,29.7717375,-95.7193069,true,LTE-ENodeB-2300,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1767,30.3893121,-103.6389473,true,LTE-ENodeB-2301,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1768,29.7746945,-95.7506202,true,LTE-ENodeB-25,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1769,29.7555451,-95.7353662,true,LTE-ENodeB-232,Outdoor,45,2,AW3161,0,0,0,40,0,0,50
S177,29.6669765,-95.0448990,true,LTE-ENodeB-1160,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1770,30.4047052,-96.6809836,true,LTE-ENodeB-2302,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1771,30.4423217,-96.6046726,true,LTE-ENodeB-2303,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1772,30.3986477,-96.4056670,true,LTE-ENodeB-2304,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1773,30.4111486,-96.5653746,true,LTE-ENodeB-2305,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1774,30.3534736,-96.6265057,true,LTE-ENodeB-2306,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1775,30.7359262,-98.2196880,true,LTE-ENodeB-2307,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1776,30.7914744,-98.3279067,true,LTE-ENodeB-2308,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1777,30.7363074,-98.3458472,true,LTE-ENodeB-2309,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1778,30.6648684,-98.1365311,true,LTE-ENodeB-2310,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1779,32.8641008,-100.4627176,true,LTE-ENodeB-2311,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S178,30.9280908,-97.7353844,true,LTE-ENodeB-1161,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1780,30.3814152,-96.5380708,true,LTE-ENodeB-233,Outdoor,45,2,AW3161,0,0,0,40,0,0,50
S1781,30.8094219,-98.2212520,true,LTE-ENodeB-2312,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1782,30.5712482,-98.3884515,true,LTE-ENodeB-2313,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1783,30.5873229,-98.3513138,true,LTE-ENodeB-2314,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1784,30.6133285,-98.3848516,true,LTE-ENodeB-2315,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1785,30.5239711,-98.3451538,true,LTE-ENodeB-2316,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1786,29.7745501,-95.7578992,true,LTE-ENodeB-2317,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1787,30.4736530,-98.2846884,true,LTE-ENodeB-2318,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1788,28.6570154,-96.6410764,true,LTE-ENodeB-2319,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1789,29.7699728,-95.3888340,true,LTE-ENodeB-2320,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S179,30.9923397,-97.2045506,true,LTE-ENodeB-118,Outdoor,45,2,AW3161,0,0,0,40,0,0,50
S1790,29.7647975,-95.7518394,true,LTE-ENodeB-2321,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1791,28.5822085,-96.5753746,true,LTE-ENodeB-234,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1792,35.5991559,-101.2269376,true,LTE-ENodeB-2322,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1793,29.6383555,-96.4979679,true,LTE-ENodeB-2323,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1794,29.9874909,-98.2976056,true,LTE-ENodeB-2324,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1795,28.6466011,-96.6663918,true,LTE-ENodeB-2325,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1796,33.1723824,-94.1495357,true,LTE-ENodeB-2326,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1797,29.7711046,-95.7763290,true,LTE-ENodeB-2327,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1798,29.7751734,-95.7523843,true,LTE-ENodeB-2328,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1799,28.4623660,-96.7247447,true,LTE-ENodeB-2329,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S18,31.7263162,-95.6096549,true,LTE-ENodeB-1015,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S180,29.6000549,-95.2277162,true,LTE-ENodeB-1162,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1800,32.4058678,-99.4098603,true,LTE-ENodeB-2330,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1801,32.2937260,-99.3374898,true,LTE-ENodeB-2331,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1802,32.2818319,-99.2783324,true,LTE-ENodeB-235,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1803,32.9603298,-94.8666008,true,LTE-ENodeB-2332,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1804,32.9483456,-95.0335401,true,LTE-ENodeB-2333,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1805,33.0443478,-95.0517782,true,LTE-ENodeB-2334,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1806,32.9625912,-95.1008178,true,LTE-ENodeB-2335,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1807,32.4011610,-99.4670595,true,LTE-ENodeB-2336,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1808,32.3954326,-99.5049698,true,LTE-ENodeB-2337,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1809,34.5269604,-102.3556225,true,LTE-ENodeB-2338,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S181,30.9377405,-97.4259053,true,LTE-ENodeB-1163,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1810,32.4037040,-99.6090461,true,LTE-ENodeB-2339,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1811,32.9838176,-94.9707942,true,LTE-ENodeB-2340,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1812,31.8881675,-100.4895339,true,LTE-ENodeB-2341,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1813,33.1346717,-94.1260174,true,LTE-ENodeB-236,Outdoor,45,2,AW3161,0,0,0,40,0,0,50
S1814,33.0573676,-94.0957230,true,LTE-ENodeB-2342,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1815,33.1288924,-94.3017229,true,LTE-ENodeB-2343,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1816,33.1907600,-94.4511468,true,LTE-ENodeB-2344,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1817,33.1761906,-94.6034339,true,LTE-ENodeB-2345,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1818,33.1711046,-94.1684498,true,LTE-ENodeB-2346,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1819,33.0958015,-94.1861329,true,LTE-ENodeB-2347,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S182,29.3702345,-95.8019321,true,LTE-ENodeB-1164,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1820,33.0609239,-94.1679276,true,LTE-ENodeB-2348,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1821,33.0289481,-94.3697763,true,LTE-ENodeB-2349,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1822,33.0154707,-94.3487982,true,LTE-ENodeB-2350,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1823,33.0750567,-94.6339728,true,LTE-ENodeB-2351,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1824,32.9939715,-94.6177690,true,LTE-ENodeB-237,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1825,34.5989750,-102.2110142,true,LTE-ENodeB-2352,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1826,29.7814735,-95.7744013,true,LTE-ENodeB-2353,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1827,29.7717846,-95.7790878,true,LTE-ENodeB-2354,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1828,34.5764655,-102.3358918,true,LTE-ENodeB-2355,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1829,29.7481907,-94.9153187,true,LTE-ENodeB-2356,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S183,30.8627959,-97.5462466,true,LTE-ENodeB-1165,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1830,29.7660445,-94.3665482,true,LTE-ENodeB-2357,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1831,29.7794744,-95.3711541,true,LTE-ENodeB-2358,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1832,34.5117164,-102.2860300,true,LTE-ENodeB-2359,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1833,29.8156156,-94.8251628,true,LTE-ENodeB-2360,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1834,34.4428360,-102.1511070,true,LTE-ENodeB-2361,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1835,33.2988943,-96.4497829,true,LTE-ENodeB-238,Outdoor,45,2,AW3161,0,0,0,40,0,0,50
S1836,29.8595080,-94.9401745,true,LTE-ENodeB-2362,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1837,29.8621026,-94.7562315,true,LTE-ENodeB-2363,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1838,33.8259675,-98.1942583,true,LTE-ENodeB-2364,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1839,29.7768865,-95.3932017,true,LTE-ENodeB-2365,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S184,30.9430298,-97.6516207,true,LTE-ENodeB-1166,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1840,29.6752895,-94.9028653,true,LTE-ENodeB-2366,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1841,33.1487233,-96.5830252,true,LTE-ENodeB-2367,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1842,29.8826758,-94.7078235,true,LTE-ENodeB-2368,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1843,29.8133110,-94.5571328,true,LTE-ENodeB-2369,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1844,29.8473640,-94.5708086,true,LTE-ENodeB-2370,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1845,29.7696953,-95.4533018,true,LTE-ENodeB-2371,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1846,29.6948004,-94.6702970,true,LTE-ENodeB-239,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1847,32.0638261,-95.0758154,true,LTE-ENodeB-2372,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1848,32.0473976,-95.1275358,true,LTE-ENodeB-2373,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1849,31.9243528,-95.0763577,true,LTE-ENodeB-2374,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S185,29.3995085,-95.8482682,true,LTE-ENodeB-1167,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1850,32.0734021,-95.3148986,true,LTE-ENodeB-2375,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1851,32.0781350,-95.2284724,true,LTE-ENodeB-2376,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1852,31.9785992,-95.1824180,true,LTE-ENodeB-2377,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1853,32.0353762,-95.3724134,true,LTE-ENodeB-2378,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1854,31.9590489,-95.3763470,true,LTE-ENodeB-2379,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1855,31.9344664,-95.2031415,true,LTE-ENodeB-2380,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1856,31.9013228,-95.2658908,true,LTE-ENodeB-2381,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1857,31.9098048,-95.3471748,true,LTE-ENodeB-240,Outdoor,45,2,AW3161,0,0,0,40,0,0,50
S1858,31.9849714,-95.2495802,true,LTE-ENodeB-2382,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1859,33.1022315,-96.8262031,true,LTE-ENodeB-2383,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S186,29.3327146,-95.9026509,true,LTE-ENodeB-1168,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1860,29.7869030,-95.4278899,true,LTE-ENodeB-2384,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1861,29.8372395,-95.4886513,true,LTE-ENodeB-2385,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1862,32.0145464,-95.2955533,true,LTE-ENodeB-2386,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1863,32.0002472,-95.3018806,true,LTE-ENodeB-2387,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1864,31.9713256,-95.2224813,true,LTE-ENodeB-2388,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1865,33.1785319,-96.5513764,true,LTE-ENodeB-2389,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1866,31.9473423,-95.2357797,true,LTE-ENodeB-2390,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1867,31.8679529,-95.3737111,true,LTE-ENodeB-2391,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1868,31.8615900,-95.1277742,true,LTE-ENodeB-241,Outdoor,45,2,AW3161,0,0,0,40,0,0,50
S1869,31.8540180,-95.2251980,true,LTE-ENodeB-2392,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S187,29.5924530,-95.2324944,true,LTE-ENodeB-1169,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1870,31.8032334,-95.0786151,true,LTE-ENodeB-2393,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1871,31.8125736,-95.1625806,true,LTE-ENodeB-2394,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1872,33.7169735,-102.7674600,true,LTE-ENodeB-2395,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1873,31.9942343,-100.3118675,true,LTE-ENodeB-2396,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1874,33.0601726,-96.4976472,true,LTE-ENodeB-2397,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1875,31.7884735,-95.1372154,true,LTE-ENodeB-2398,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1876,31.7000379,-95.0474767,true,LTE-ENodeB-2399,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1877,31.6186537,-95.1769073,true,LTE-ENodeB-2400,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1878,31.5988888,-95.0377379,true,LTE-ENodeB-2401,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1879,31.5100173,-94.9890831,true,LTE-ENodeB-26,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S188,30.1783307,-98.5264306,true,LTE-ENodeB-1170,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1880,34.4034238,-100.2953766,true,LTE-ENodeB-242,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S1881,34.3922817,-100.2188696,true,LTE-ENodeB-2402,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1882,33.8244021,-98.2202673,true,LTE-ENodeB-2403,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1883,33.0990550,-96.8014834,true,LTE-ENodeB-2404,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1884,33.1858206,-96.5389587,true,LTE-ENodeB-2405,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1885,31.9247905,-100.3800948,true,LTE-ENodeB-2406,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1886,31.8561768,-99.4254492,true,LTE-ENodeB-2407,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1887,31.8305050,-99.4213448,true,LTE-ENodeB-2408,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1888,31.8191510,-99.4113595,true,LTE-ENodeB-2409,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1889,33.1911716,-96.4849358,true,LTE-ENodeB-2410,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S189,30.1284158,-98.2963719,true,LTE-ENodeB-1171,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1890,31.7990067,-99.4379552,true,LTE-ENodeB-2411,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S1891,33.3981450,-96.4053826,true,LTE-ENodeB-243,Outdoor,45,2,AW3161,0,0,0,40,0,0,50
S1892,33.1931985,-96.4782182,true,LTE-ENodeB-2412,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
